author,category,description,name,price,priceCurrency,ratingValue,pert_alcohol
Gavin Smith,Single Malt Scotch,"
As the name implies, this non-chill filtered expression was finished in Pedro Ximinez sherry butts. The nose offers sweet sherry, honey, malt, and lemon, while the palate yields more sherry, plain chocolate, honey, spicy toffee, and a hint of orange. More spicy toffee, plus drying oak in the medium-length finish.","BenRiach Pedro Ximenez Sherry Wood Finish 15 year old, 46%",100.0,$,88,46.0
John Hansell,Single Malt Scotch,"
This whisky combines the finer qualities of both the 18 year old and the 25 year old. It expresses the balance and purity of the 18 year old, while showing maturity found in the 25 year old. The lack of chill-filtering enhances the whisky’s vibrancy and, like all the Benromachs, it’s mouth-coatingly thick and malty. 
","Benromach, 24 year old, 58.6%",160.0,$,88,58.6
John Hansell,Single Malt Scotch,"
The first 10 year old release containing whisky produced entirely by the new owners. I love the interplay here between the malt, sherry, and smoke, with all getting a chance to shine. A rich vanilla-tinged malty foundation, deep caramel, rhum agricole, an array of lush fruit and dark chocolate, along with grassy/hay notes, honeysuckle, subtle spice (cinnamon, anise), and lingering earthy smoke. A vast improvement from the “Origins” release last year. I would only make three changes to make this whisky even better (and elevate it to 90+ status): a couple more years on oak, bottling at 46%, and not chill-filtering it. Still, this is one of the best efforts from this distillery. Well done!
","Benromach, 10 year old, 43%",50.0,$,88,43.0
Dave Broom,Single Malt Scotch,"
Another example of the old ‘Strathspey’ style of whisky, which predates the lighter, more estery/floral style we have become accustomed to. Here, distillery weight and time work in tandem to give a nose that has slightly overripe orchard fruits, smoke, and Seville orange. The palate then heads into the hedgerows—hawthorn and currant jam—before a waxiness emerges. The finish reveals a mix of smoke and mint. All in all, an excellent dram. £425","Benromach Heritage Collection 35 year old, 43%",610.0,$,88,43.0
John Hansell,Single Malt Scotch,"
Gold color. Citrus zest aromas and creamy sweet notes-reminiscent of lemon meringue pie-with subtle tropical fruit and marshmallow notes dancing throughout. This whisky has great balance and is fully mature at 12 yrs., which should be no surprise for a Lowland whisky. The palate delivers what the aroma promises, with a touch of honey up front, citrus and vanilla in the middle, and a delicate dryness on the finish. I've always admired Bladnoch-a whisky that needs to be better known-and this expression reinforces my opinion.","Scott Selection (distilled at Bladnoch) vintage, 59%",75.0,$,88,59.0
Gavin Smith,Single Malt Scotch,"
Distilled in Scotland’s most southerly distillery of Bladnoch in October 1992, this bottling has been matured in a refill hogshead, and 150 bottles have been allocated to the U.S. It presents a fresh nose, with initial herbal notes, turning to cornflakes and newly-mown hay. Sweet and fruity on the palate, with oat biscuits and milk chocolate. The finish is relatively short, with spicy custard, then a final fruit flourish. ","Scotch Malt Whisky Society (50:42) 18 year old, 56.9%",130.0,$,88,56.9
Gavin Smith,Single Malt Scotch,"
The revival of Bladnoch Distillery in southwest Scotland continues, with the launch of 15 and 25 year old expressions to add to the NAS Samsara (reviewed winter 2016). Talia has been finished in new American oak casks. Sweet and floral on the nose, with violets, Jaffa orange, and fragrant fresh oak. Medium to full-bodied, with rich fruit notes, praline, malt, and finally, raisins and prunes. Dark oak in the long, mouth-drying finish.","Bladnoch Talia 25 year old, 49.2%",385.0,$,88,49.2
John Hansell,Single Malt Scotch,"
The first Tempest to be imported to the U.S. Aged exclusively in first-fill bourbon casks. With the bourbon cask, and relatively young age, you can really feel all the Islay love. Bracing, with plenty of sea character, along with honeyed vanilla, citrus, floral notes (especially lavender), rumbling peat smoke, tobacco, and resinous oak on the finish.  A bit steep in price for a 10 year old, but very dynamic.","Bowmore Tempest (Second Release), 10 year old, 56%",100.0,$,88,56.0
Dave Broom,Single Malt Scotch,"
A sweet start, then a sudden blast of fresh, menthol-like toothpaste (pleasant) before it dips into slightly decaying soft fruits (again, nice), a mashy note, then violet-accented smoke. Water adds some elegance and weight. This sweetness continues on the palate, where there’s toffee, raisin, ripe fruits, and slow-burning peatiness, fully integrated and ember-like on the back palate. The finish is all hot peppered mackerel. Recommended. (U.S. only)","Exclusive Malts (distilled at Bowmore) 2001, 58.4%",120.0,$,88,58.4
John Hansell,Single Malt Scotch,"
Pale gold/straw color. Fresh, appetizing aroma and flavor of brine, delicate peat, gentle sweetness, and a touch of spice and seaweed. Medium in body and slightly oily in texture. Nicely balanced and clean, with a salty, dryish finish. This is a lovely, very appetizing expression of a distillery that has been closed and dismantled. (It was the original Clynelish distillery.) It is a very nice example of a northern Highland whisky, and expresses a great balance between sweetness and brine, youth and maturity. However, I would have liked to have seen it bottled at a higher strength.","Signatory (distilled at Brora) 18 year old, 1983, 43%",65.0,$,88,43.0
Dave Broom,Single Malt Scotch,"
Part of an ongoing series, and the first appearance of Port Charlotte. This ain’t shy. Assertive with banana, roasted red pepper, paprika, and a hit of barbecued pork glazed with pomegranate molasses. The palate has blazing heat, but also oiliness and real density. The peat doesn’t so much rumble as sit there in a cloud: opaque, impenetrable. Even water cannot unlock it. Rooty and tarry, this is not a dram for the fainthearted. £65 (500 ml)","Elements of Islay Pl1 (distilled at Bruichladdich, Port Charlotte style), 60%",101.0,$,88,60.0
Geoffrey Kleinman,Single Malt Scotch,"
Peated whiskies definitely have a dropping off point where they become too old and tired, and the nose for this one would indicate it’s past its prime, with gravel, rubbery smoke, and raisin. On the palate it’s a different story, as ashy smoke combines with raisin and rancio, turning the peat age detriment into an asset. Strangely alluring, it’s like sitting on a park bench next to a weathered old man who ends up having a real tale to tell.  (U.S. only)","Exclusive Malts (distilled at Bunnahabhain) 26 year old 1987 Cask # 2784, 47.8%",230.0,$,88,47.8
Jonny McCormick,Single Malt Scotch,"
Dried peat smoke, a papery column of cigar ash, sizzling bacon fat, baked earth, and a shower of sea spray, coupled with hints of fresh peach and ripe fruits. The palate has a light, oily consistency ingrained with smokiness throughout, tasting of vanilla toffee, pick ‘n’ mix foam bananas, tangy citrus, and sweet tropical fruits, the whole arrangement given a peppery lift before succumbing to a late nuttiness. It’s not named after the Gaelic for smoky for nothing, you know.","Bunnahabhain Toiteach, 46%",66.0,$,88,46.0
Gavin Smith,Single Malt Scotch,"
This was matured in second-fill sherry casks and then spent 3 years in first-fill Pedro Ximénez butts. The nose features fruit and nutty milk chocolate, fudge, sultanas, and mixed candied peel. Lush, sweet sherry on the palate, with a carryover of fudge and sultanas from the nose. Long in the nutty, spicy finish, which offers nutmeg and peppery oak. (5,000 bottles)","Bunnahabhain Pedro Ximénez Cask Finish 15 year old, 54.3%",99.0,$,88,54.3
John Hansell,Single Malt Scotch,"
Like the Clynelish 14 year old also reviewed in this issue, it is nice to see Diageo finally introduce official distillery bottlings of Caol Ila here in the U.S. (after being available in the UK for many years now). My suitcases were getting quite heaving on my return trips from Scotland. This is a splendid Coal Ila. It is wonderfully vibrant. Understandably, the immediate impact on the palate is the peat smoke, but there's so much else going on here, too: smoked olives, seaweed, salt and pepper, all placed on a gently sweet bed of toffee and vanilla fudge. Lingering smoke, olives, and seaweed on the finish.","Caol Ila, 12 year old, 43%",50.0,$,88,43.0
John Hansell,Single Malt Scotch,"
Amber gold color. An exciting aroma-classic Islay. It is very phenolic, reminiscent of standing downwind of a peat kiln. Interwoven spice (especially pepper), seaweed, and sweet & sour notes add complexity. Light to medium in body, but quite oily. Nicely balanced flavors of peat smoke, seaweed, salt & pepper, all wrapped up in a gentle sweetness. Lingering peat smoke and spice on the finish. Yet another example of Caol Ila's fine pedigree. This bottling has great balance, and I especially enjoy how the smoke and sweetness marry together. My only criticism is that it is a bit soft for Caol Ila. I would love to try this whisky at 46 or 50% ABV, which would give it a bit more guts.","Gordon & MacPhail (distilled at Caol Ila) 15 year old, 40%",85.0,$,88,40.0
John Hansell,Single Malt Scotch,"
A rounded and mature affair. The 25 years in oak has made it a bit more refined (and drier on the palate) compared to younger expressions. All the classic Caol Ila notes are stillthere-mustard, seaweed, olives, damp peat, salt and pepper. A touch of vanilla wafer, anise, smoked almonds, and tarry rope add complexity. Those of you who prefer Ardbeg 17 over the 10, and Laphroaig 15 over the 10, will be attracted to this whisky when compared to Caol Ila's younger siblings. But at $225, it's an expensive date, isn't it?","Caol Ila 25 year old, 59.4%",225.0,$,88,59.4
John Hansell,Single Malt Scotch,"
Bottled in 2004 and still in circulation. A very traditional Caol Ila. Not a heavy-bodied whisky, but it throws a strong punch. Notes of tarry rope infused with seaweed and brine, all on an oily, malty, vanilla foundation. Throw in some orchard fruit, Manzanilla olive, black licorice stick, and soot, with brine and Tellicherry pepper on the finish. Clean, fun, and dynamic.
","Jewels of Scotland (distilled at Caol Ila), 1984 vintage, 50%",170.0,$,88,50.0
John Hansell,Single Malt Scotch,"
Caol Ila makes unpeated whisky for blenders, but it rarely gets bottled as a single malt. Here’s a very revealing opportunity to find out what Caol Ila tastes like without the smoke. Good viscosity and rather sweet, showing thick, honeyed vanilla, gobs of fruit (lemon drops, lime tart, ripe Bartlett pear, kiwi), mint jelly, and cut grass. Its sea influence finally emerges towards the finish with brine and just a hint of seaweed. Bruichladdich and Bunnahabhain are now bottling peated whiskies, and Caol Ila does just the opposite. This is an interesting diversion, but I am missing the added dimension of peat smoke in this Caol Ila.
","Caol Ila 'Unpeated Style,' 10 year old (2009 Release), 65.8%",60.0,$,88,65.8
